-0.39554262	-0.659815	-0.2517246	0.9721747	-0.08386471	-0.03334875	0.23229353	-0.55066925	-1.5523396	-1.0182331	-0.7275469	0.6783276	0.064200394	0.72287947	0.31783405	-0.5308554	0.54156756	1.4922085	1.1843635	0.5202884
0.9332613	0.010970579	-1.1536599	0.3294487	-0.35720834	0.26510337	-0.503	-0.42401215	0.03865298	-0.015137307	0.57759726	0.17104118	0.7619479	0.010887512	0.18327834	0.94812405	-0.66876507	-0.8041156	-0.67228574	1.3258294
0.23580118	-0.59330904	-1.7081283	-0.43346044	1.1481711	-1.9836458	1.320424	0.81781906	-0.88335973	-1.1131833	-0.8180688	-0.63858825	0.29617384	-1.0707687	1.0598519	0.44802305	-1.4172984	-0.21918035	-0.5649125	0.33726525
0.040024783	0.14118066	-0.26656023	0.46117312	0.9600571	-1.2421349	1.4636956	-0.23702192	-0.013906463	-0.7365421	-0.617734	-0.039301883	0.6938112	-0.019845136	-0.4095691	-0.18769225	0.17098983	-0.12066162	-0.09658055	0.341249
-0.29643142	-0.25532532	-0.4092847	0.53053355	0.32217413	-0.25890738	-0.1038222	0.19928007	-0.38676038	0.21570812	-0.15744826	0.35074532	0.0153392665	-0.47844395	-0.010331815	-0.29552254	-0.40509045	-0.36626834	-0.47198567	-0.29349545
-0.02386278	0.046548296	0.012137197	0.022587527	0.04418483	-0.016494371	0.008823514	-0.03042916	0.01268946	-0.03555677	0.014928762	-0.04929582	-0.031026756	-0.018075027	0.025115836	0.034625497	-0.01871904	0.01911414	-0.0266675	0.039781544
0.95170987	-0.09103975	-0.9107874	0.22695719	-0.22333999	-0.38046402	-0.347719	-0.2510251	0.081629075	0.09518943	0.6643524	0.31638685	0.36032993	-0.133887	0.068272635	0.9876115	-0.6881762	-0.84799767	-0.7311821	1.1722889
-0.6632431	0.49461934	0.7643636	-0.70263594	-0.77740383	-0.10195387	-0.42440856	0.6374747	0.6808826	0.77945936	0.3492468	0.4283722	-0.4847301	-0.34412214	-0.6421985	-0.41143516	0.03956441	-0.013505851	0.23856097	-1.1683954
-0.5665383	-0.43359405	-0.21666758	1.0151137	0.050547205	0.11612281	-0.3177355	-0.12054409	-0.50130856	0.5350332	-0.2567957	0.34174106	-0.14038055	-0.31911168	-0.20861396	-0.4338097	-0.5485322	-0.16827896	-0.43601158	0.0070081465
0.7827029	0.003403604	-0.71153694	0.39668402	0.26427326	-0.113716945	-0.4146932	-0.405273	0.28704593	0.37090555	0.7511264	0.02330694	0.51238084	-0.10995044	0.010260568	0.9894634	-0.4888348	-0.9662346	-0.91668916	1.590119
-0.57873684	0.28950393	0.5452588	0.20428368	-0.46653485	0.54824984	-0.20518841	0.16356966	0.7115431	0.7684547	-0.18193337	0.34515762	-0.28329307	0.032740615	-0.69711715	-0.6171805	0.06977146	0.8937155	0.27930826	-0.414583
-0.10162024	0.19742645	0.8142166	0.0070507196	-0.3708402	0.66382664	-0.34387538	0.12888329	0.88632363	0.45341477	0.06454309	0.098415874	-0.12093899	0.010345979	-0.344431	-0.33226085	0.3731829	0.44844308	0.2585154	-0.74078774
0.4060249	-0.26425344	-0.82215863	0.39255983	0.77826816	-1.182719	0.5706488	0.04102442	-0.25579062	-0.634596	-0.6788803	-0.5563614	0.45828837	-0.56332815	0.07938393	0.3656596	-0.61941177	-0.17443368	-0.37997383	0.13805431
0.317336	0.87829006	0.7861639	-0.002167363	-0.28175676	-0.18088363	1.0705492	-1.0643829	0.20741443	-0.029198403	-0.24133278	-0.43624213	1.136222	0.6924609	-1.6070967	-0.852728	0.7337739	-0.49134925	-0.10011988	0.01823734
0.5467833	0.04446864	-0.31283805	0.22663966	-0.3937051	-0.25933343	-0.5576467	-0.10272391	-0.092764266	0.25539708	0.6240797	0.3386218	0.20808238	0.004399949	-0.040930644	0.63748467	-0.62376887	-0.7667358	-0.7517237	1.1280909
0.32423922	-0.08369698	0.38304415	0.522107	-0.09962087	0.042230494	0.12872547	-0.50673646	-0.07233692	0.002461274	-0.21195471	-0.18520954	0.40920287	-0.14045112	-0.5344872	-0.11572389	-0.18245815	0.16765064	0.42240962	0.032954045
1.1723189	0.21087669	-0.3887471	0.79514885	-0.21648388	0.21047655	-0.4989679	-0.6237239	0.24521548	0.5310373	1.1437925	0.4958739	0.3251863	0.07390038	-0.24151745	0.74113613	-0.89762664	-1.1501567	-1.058483	1.5183082
-0.114146575	0.6941135	1.2964643	-0.27977887	-0.36384282	-0.41043136	0.017588703	0.21230198	1.4037155	0.24331863	0.80377674	0.07658294	-0.19826569	-0.3641281	-0.83546823	-0.8031578	0.22721888	0.16125716	-0.5972164	-0.9970756
